Time (s),Ay (m/s²),Fᵧ (N),rᵧ (m)
12.5,-8.41605281829834,-1.0275219678878784,0.05059866979718208
12.510000228881836,-8.385364532470703,-1.0189791917800903,0.05039787292480469
12.520000457763672,-8.342509269714355,-1.0189791917800903,0.05019707232713699
12.529999732971191,-8.329385757446289,-1.0189791917800903,0.049996279180049896
12.539999961853027,-8.289417266845703,-1.0189791917800903,0.0497954785823822
12.550000190734863,-8.292969703674316,-1.0189791917800903,0.04959467798471451
12.5600004196167,-8.2739839553833,-1.0189791917800903,0.04939388111233711
12.569999694824219,-8.252744674682617,-1.0131851434707642,0.04918616637587547
12.579999923706055,-8.22252368927002,-1.0162304639816284,0.0487922839820385
12.59000015258789,-8.217849731445312,-1.0189791917800903,0.0485914908349514
12.600000381469727,-8.227153778076172,-1.0046082735061646,0.048390693962574005
12.609999656677246,-8.25900650024414,-1.0077219009399414,0.04817979037761688
12.619999885559082,-8.263980865478516,-1.0045853853225708,0.04778909310698509
12.630000114440918,-8.167566299438477,-1.0018823146820068,0.0475882925093174
12.640000343322754,-8.148092269897461,-1.0018823146820068,0.04738749563694
12.649999618530273,-8.121413230895996,-0.9959970712661743,0.04718669876456261
12.65999984741211,-8.086973190307617,-0.9933281540870667,0.04698590561747551
12.670000076293945,-8.085618019104004,-0.9847853779792786,0.046785105019807816
12.680000305175781,-8.140376091003418,-0.9847853779792786,0.04658431187272072
12.6899995803833,-8.11945915222168,-0.9847853779792786,0.04638351500034332
12.699999809265137,-8.112930297851562,-0.9847853779792786,0.04618271440267563
12.710000038146973,-8.113152503967285,-0.9762426018714905,0.04600000008940697
12.720000267028809,-8.080378532409668,-0.9847853779792786,0.04600000008940697
12.729999542236328,-8.029239654541016,-0.9762426018714905,0.04600000008940697
12.739999771118164,-8.021334648132324,-0.9847853779792786,0.04600000008940697
12.75,-8.033980369567871,-0.9702432751655579,0.04600000008940697
12.760000228881836,-8.052921295166016,-0.9676884412765503,0.04600000008940697
12.770000457763672,-8.102927207946777,-0.9737105965614319,0.04600000008940697
12.779999732971191,-8.148469924926758,-0.9762426614761353,0.04600000008940697
12.789999961853027,-8.184541702270508,-0.9847854375839233,0.04600000008940697
12.800000190734863,-8.239477157592773,-0.9847854375839233,0.04600000008940697
12.8100004196167,-8.287496566772461,-0.9762426614761353,0.04600000008940697
